,Region,Month of Period End,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Average Sale To List
0, National,2011-1,191.3,81383.0,148152.0,691812.0,98.0,0.9576658839999733
1, National,2011-2,186.2,87044.0,149741.0,716324.0,102.0,0.9578962370709306
2, National,2011-3,189.1,121624.0,202144.0,732336.0,100.0,0.9522207487350516
3, National,2011-4,191.8,123251.0,194424.0,748671.0,92.0,0.959564043640814
4, National,2011-5,196.9,131570.0,191523.0,758476.0,84.0,0.9620088468573909
5, National,2011-6,206.5,148682.0,187710.0,757027.0,78.0,0.9633683199323777
6, National,2011-7,204.7,132049.0,166008.0,744594.0,78.0,0.9634111388610614
7, National,2011-8,200.7,141199.0,165863.0,723168.0,81.0,0.9624584646029326
8, National,2011-9,194.9,125612.0,150193.0,703079.0,84.0,0.9511393670119478
9, National,2011-10,188.9,114621.0,144578.0,680965.0,87.0,0.960198981871979
10, National,2011-11,192.8,110067.0,123059.0,648403.0,88.0,0.961242892476904
11, National,2011-12,190.6,119333.0,99637.0,598032.0,90.0,0.9529708166394271
12, National,2012-1,180.7,91811.0,150081.0,599378.0,91.0,0.9524668654757577
13, National,2012-2,181.0,103371.0,163013.0,616769.0,94.0,0.9603223915193779
14, National,2012-3,192.5,133305.0,198297.0,627515.0,90.0,0.9607663025292253
15, National,2012-4,201.9,137107.0,195165.0,642242.0,78.0,0.9673200645125696
16, National,2012-5,209.7,157036.0,195771.0,643492.0,69.0,0.9714468572394392
17, National,2012-6,219.7,164866.0,185227.0,639440.0,64.0,0.9665343256087955
18, National,2012-7,217.6,153783.0,173975.0,629196.0,65.0,0.9616048634297182
19, National,2012-8,215.6,164517.0,171607.0,613404.0,67.0,0.9720848675227218
20, National,2012-9,211.5,131549.0,151509.0,598461.0,69.0,0.9721768565427619
21, National,2012-10,209.8,141927.0,153973.0,573756.0,70.0,0.9713523503949326
22, National,2012-11,214.5,133390.0,122598.0,539771.0,71.0,0.9685944135377651
23, National,2012-12,217.4,131773.0,94136.0,498377.0,74.0,0.9634810602985563
24, National,2013-1,201.0,106435.0,155079.0,507304.0,78.0,0.9703979953134931
25, National,2013-2,204.7,114141.0,166719.0,535565.0,77.0,0.9713903695586128
26, National,2013-3,218.8,148368.0,201404.0,548824.0,72.0,0.9676220594418811
27, National,2013-4,228.8,162761.0,227764.0,575853.0,60.0,0.9751531335412531
28, National,2013-5,238.2,187863.0,236704.0,598685.0,53.0,0.9811326893400724
29, National,2013-6,247.7,185094.0,218356.0,613783.0,50.0,0.982077305982152
30, National,2013-7,248.3,193416.0,218848.0,626321.0,51.0,0.9804563022838436
31, National,2013-8,245.6,188321.0,206489.0,629009.0,53.0,0.9797158354137475
32, National,2013-9,237.1,156319.0,183320.0,629732.0,56.0,0.9745226015604564
33, National,2013-10,236.2,156066.0,180899.0,621450.0,58.0,0.9722732454493422
34, National,2013-11,234.7,133992.0,135604.0,589877.0,63.0,0.9677900504825327
35, National,2013-12,237.5,142197.0,102056.0,537488.0,66.0,0.9689679272592011
36, National,2014-1,226.3,106068.0,159378.0,543642.0,74.0,0.9588048836137357
37, National,2014-2,222.3,115092.0,173412.0,591268.0,78.0,0.970694391043721
38, National,2014-3,232.1,145416.0,225813.0,616013.0,71.0,0.9731594534712386
39, National,2014-4,239.1,164464.0,250598.0,642694.0,61.0,0.9759917498190737
40, National,2014-5,246.7,188545.0,261273.0,674489.0,53.0,0.9778507750301652
41, National,2014-6,255.8,201573.0,248575.0,706107.0,48.0,0.9766560280072464
42, National,2014-7,254.6,199565.0,240294.0,730760.0,47.0,0.9778773945593053
43, National,2014-8,250.7,191125.0,214532.0,726974.0,52.0,0.9758594358391899
44, National,2014-9,244.4,173697.0,205357.0,722682.0,57.0,0.9734589715804749
45, National,2014-10,242.9,176650.0,199265.0,702922.0,62.0,0.9728932516177856
46, National,2014-11,243.0,140186.0,143507.0,661550.0,65.0,0.9713211427426401
47, National,2014-12,243.4,164107.0,117865.0,601599.0,69.0,0.970534604405533
48, National,2015-1,232.7,115105.0,196335.0,617667.0,77.0,0.967515181246518
49, National,2015-2,236.5,125780.0,189361.0,633086.0,77.0,0.9717909267465471
50, National,2015-3,248.7,172750.0,253466.0,655508.0,68.0,0.9718312006725356
51, National,2015-4,257.7,186508.0,285449.0,694525.0,56.0,0.9789459136166698
52, National,2015-5,264.3,204440.0,279995.0,722144.0,48.0,0.9791158560919747
53, National,2015-6,269.9,237655.0,278022.0,743103.0,45.0,0.9808900408881391
54, National,2015-7,267.4,235101.0,267874.0,749715.0,46.0,0.981581278216836
55, National,2015-8,263.0,211366.0,237238.0,739555.0,48.0,0.980088287758329
56, National,2015-9,256.8,197176.0,221807.0,728852.0,51.0,0.977991520388882
57, National,2015-10,254.8,184744.0,210016.0,707252.0,55.0,0.9739230992321775
58, National,2015-11,256.0,148382.0,163914.0,681295.0,58.0,0.9724413453399104
59, National,2015-12,258.6,184972.0,126138.0,612027.0,62.0,0.9706721742556876
60, National,2016-1,248.7,129821.0,186816.0,611259.0,68.0,0.9720553998773424
61, National,2016-2,246.9,138536.0,219557.0,630579.0,72.0,0.972451834693808
62, National,2016-3,258.4,187384.0,282695.0,661294.0,62.0,0.9777276114963688
63, National,2016-4,267.7,202774.0,293039.0,690155.0,50.0,0.9813505389171585
64, National,2016-5,276.4,233379.0,296374.0,734295.0,45.0,0.9835757891584908
65, National,2016-6,286.1,263496.0,299286.0,755223.0,43.0,0.9839913770446399
66, National,2016-7,281.8,233875.0,268215.0,761015.0,43.0,0.9846341358097322
67, National,2016-8,280.8,244329.0,259667.0,745156.0,46.0,0.9812508951742378
68, National,2016-9,274.1,219055.0,239759.0,736869.0,49.0,0.9793345412809347
69, National,2016-10,274.5,199793.0,213140.0,705683.0,52.0,0.9787453573457383
70, National,2016-11,277.3,188886.0,174275.0,652163.0,53.0,0.9755416069880708
71, National,2016-12,274.5,197399.0,128427.0,577746.0,57.0,0.9757196416990526
72, National,2017-1,268.8,143357.0,195722.0,574242.0,63.0,0.9752884728705122
73, National,2017-2,268.2,144454.0,220331.0,588757.0,64.0,0.9774194955545635
74, National,2017-3,279.4,209481.0,299047.0,621460.0,53.0,0.9748033068343794
75, National,2017-4,286.9,203603.0,284376.0,647637.0,43.0,0.9817638953149179
76, National,2017-5,294.9,248811.0,315761.0,673905.0,39.0,0.9859498024983324
77, National,2017-6,305.1,274349.0,307544.0,695792.0,37.0,0.9866155378235243
78, National,2017-7,300.0,236107.0,270851.0,700693.0,38.0,0.9853027745456365
79, National,2017-8,299.2,248810.0,265593.0,690004.0,41.0,0.9843825134732224
80, National,2017-9,293.0,211359.0,228999.0,678358.0,44.0,0.9819312792932
81, National,2017-10,292.5,207923.0,224961.0,651234.0,46.0,0.9796780353340829
82, National,2017-11,295.9,194847.0,180208.0,603012.0,48.0,0.9798584855993935
83, National,2017-12,293.2,195119.0,127964.0,531064.0,52.0,0.9787177430311248
84, National,2018-1,285.6,143471.0,196764.0,527858.0,56.0,0.9774687251091997
85, National,2018-2,292.3,147371.0,220573.0,545854.0,57.0,0.9759024091030013
86, National,2018-3,302.7,202214.0,284089.0,570853.0,47.0,0.9849791758718933
87, National,2018-4,308.2,212057.0,301923.0,605490.0,38.0,0.9828416192963227
88, National,2018-5,314.7,245882.0,328099.0,647332.0,35.0,0.9836949707566267
89, National,2018-6,321.3,263344.0,305731.0,674328.0,33.0,0.9856155814822286
90, National,2018-7,315.9,244976.0,280849.0,681519.0,35.0,0.982098884252428
91, National,2018-8,311.6,250881.0,275856.0,687622.0,38.0,0.9801437636444696
92, National,2018-9,302.2,195222.0,233967.0,691328.0,41.0,0.9799039472632152
93, National,2018-10,304.7,205989.0,236637.0,677391.0,45.0,0.9769445606524594
94, National,2018-11,304.0,187421.0,182096.0,636143.0,48.0,0.9740007277166688
95, National,2018-12,299.7,173570.0,124233.0,567301.0,53.0,0.9710663481591728
96, National,2019-1,295.3,132231.0,206963.0,573144.0,60.0,0.9707719242320485
97, National,2019-2,296.1,146532.0,211987.0,581902.0,62.0,0.9719842012947985
98, National,2019-3,306.6,192302.0,277170.0,605199.0,51.0,0.9760222752809523
99, National,2019-4,315.9,215291.0,309333.0,632922.0,41.0,0.9802285613678875
100, National,2019-5,324.8,255223.0,331175.0,670814.0,36.0,0.9799089736842441
101, National,2019-6,329.4,249500.0,291192.0,683215.0,35.0,0.9833369793389878
102, National,2019-7,326.6,255300.0,277332.0,675028.0,37.0,0.9839171287723806
103, National,2019-8,322.5,251158.0,262308.0,660053.0,39.0,0.9819368809528208
104, National,2019-9,316.4,211594.0,239459.0,650462.0,42.0,0.9768416674551269
105, National,2019-10,319.2,217351.0,232729.0,624349.0,44.0,0.9779140197771838
106, National,2019-11,318.8,189286.0,167607.0,563099.0,45.0,0.9795983839166807
107, National,2019-12,320.6,197055.0,119241.0,476868.0,50.0,0.9747802689323247
108,"Austin, TX",2010-1,225.0,357.0,984.0,3691.0,95.0,0.9603726685134844
109,"Austin, TX",2010-2,226.5,509.0,1262.0,4200.0,96.0,0.9648640686189666
110,"Austin, TX",2010-3,219.5,793.0,1757.0,4859.0,76.0,0.9709915869636079
111,"Austin, TX",2010-4,231.0,933.0,1988.0,5591.0,70.0,0.9730511388931778
112,"Austin, TX",2010-5,237.0,968.0,1212.0,5499.0,68.0,0.9740615810664669
113,"Austin, TX",2010-6,265.5,932.0,1298.0,5444.0,85.0,0.9666454835728874
114,"Austin, TX",2010-7,275.0,713.0,1211.0,5430.0,85.0,0.9648164992112136
115,"Austin, TX",2010-8,259.75,652.0,911.0,4964.0,98.0,0.9652865256613334
116,"Austin, TX",2010-9,242.0,573.0,890.0,4472.0,94.0,0.9622589150829445
117,"Austin, TX",2010-10,248.95,542.0,813.0,3891.0,95.0,0.9579966340926076
118,"Austin, TX",2010-11,240.0,540.0,664.0,3447.0,79.0,0.9612964497429588
119,"Austin, TX",2010-12,227.5,637.0,514.0,2998.0,89.0,0.960077898304984
120,"Austin, TX",2011-1,230.0,461.0,827.0,2946.0,80.0,0.9566401039962295
121,"Austin, TX",2011-2,232.0,495.0,937.0,3026.0,90.0,0.962505631728065
122,"Austin, TX",2011-3,227.4,745.0,1476.0,3438.0,84.0,0.9624482653209139
123,"Austin, TX",2011-4,243.17,808.0,1380.0,3667.0,50.0,0.9674522244194989
124,"Austin, TX",2011-5,257.75,882.0,1255.0,3647.0,42.0,0.9652585763223425
125,"Austin, TX",2011-6,250.0,1059.0,1319.0,3686.0,43.0,0.9661400364734367
126,"Austin, TX",2011-7,251.9,934.0,1073.0,3523.0,48.0,0.9682759136991123
127,"Austin, TX",2011-8,241.0,891.0,909.0,3304.0,51.0,0.9672048767709236
128,"Austin, TX",2011-9,238.0,729.0,790.0,3062.0,51.0,0.963219937035198
129,"Austin, TX",2011-10,226.61,621.0,734.0,2805.0,64.0,0.965025642552165
130,"Austin, TX",2011-11,245.0,609.0,659.0,2533.0,65.0,0.9682718836522691
131,"Austin, TX",2011-12,241.44,718.0,443.0,2178.0,69.0,0.9649937708792077
132,"Austin, TX",2012-1,225.0,445.0,824.0,2154.0,57.0,0.9611232421893715
133,"Austin, TX",2012-2,234.5,604.0,1050.0,2211.0,64.0,0.9671736013270174
134,"Austin, TX",2012-3,244.0,835.0,1415.0,2448.0,43.0,0.9724735891877561
135,"Austin, TX",2012-4,262.5,918.0,1366.0,2495.0,24.0,0.9796296823856628
136,"Austin, TX",2012-5,275.0,1091.0,1396.0,2523.0,24.0,0.97830458538276
137,"Austin, TX",2012-6,265.0,1269.0,1399.0,2647.0,22.0,0.9802385837034908
138,"Austin, TX",2012-7,256.5,1074.0,1157.0,2618.0,24.0,0.9816999062237501
139,"Austin, TX",2012-8,265.0,1061.0,1076.0,2517.0,26.0,0.9792804302410636
140,"Austin, TX",2012-9,240.25,786.0,802.0,2337.0,30.0,0.9758830412612436
141,"Austin, TX",2012-10,260.96,881.0,849.0,2160.0,41.0,0.9730210471465097
142,"Austin, TX",2012-11,253.0,747.0,728.0,1912.0,37.0,0.9778488943252883
143,"Austin, TX",2012-12,254.0,860.0,500.0,1646.0,39.0,0.9752710889621332
144,"Austin, TX",2013-1,259.0,569.0,821.0,1477.0,35.0,0.973999571971271
145,"Austin, TX",2013-2,257.0,716.0,1005.0,1465.0,41.0,0.9807436310145949
146,"Austin, TX",2013-3,274.0,928.0,1340.0,1544.0,18.0,0.9848435461557279
147,"Austin, TX",2013-4,295.0,1096.0,1444.0,1635.0,11.0,0.9914047643300017
148,"Austin, TX",2013-5,295.0,1285.0,1539.0,1831.0,11.0,0.9953835220249615
149,"Austin, TX",2013-6,300.0,1187.0,1384.0,1928.0,10.0,0.994889799798553
150,"Austin, TX",2013-7,300.0,1257.0,1356.0,1990.0,12.0,0.9920449129307783
151,"Austin, TX",2013-8,275.5,1242.0,1242.0,2108.0,13.0,0.9899880759450502
152,"Austin, TX",2013-9,278.0,930.0,939.0,2031.0,16.0,0.986317167609263
153,"Austin, TX",2013-10,270.0,877.0,943.0,1893.0,21.0,0.9827788025246328
154,"Austin, TX",2013-11,267.25,784.0,737.0,1687.0,27.0,0.9793116047508083
155,"Austin, TX",2013-12,281.66,843.0,456.0,1407.0,29.0,0.9804235024818866
156,"Austin, TX",2014-1,263.93,555.0,815.0,1321.0,33.0,0.9791376807330479
157,"Austin, TX",2014-2,294.0,731.0,964.0,1391.0,29.0,0.9832393376784092
158,"Austin, TX",2014-3,295.0,863.0,1192.0,1477.0,12.0,0.9920204230439033
159,"Austin, TX",2014-4,316.5,937.0,1326.0,1563.0,8.0,0.9982067519341896
160,"Austin, TX",2014-5,334.25,1144.0,1583.0,1771.0,9.0,0.9983930454812394
161,"Austin, TX",2014-6,325.5,1160.0,1382.0,1984.0,9.0,0.9959671527748539
162,"Austin, TX",2014-7,315.22,1149.0,1475.0,2376.0,10.0,0.9953653577603007
163,"Austin, TX",2014-8,313.75,1038.0,1203.0,2433.0,14.0,0.9900808373141148
164,"Austin, TX",2014-9,305.25,962.0,967.0,2290.0,19.0,0.98454703306422
165,"Austin, TX",2014-10,301.25,960.0,1040.0,2214.0,27.0,0.9789576211624396
166,"Austin, TX",2014-11,305.0,750.0,712.0,1968.0,29.0,0.981479275954405
167,"Austin, TX",2014-12,310.0,898.0,482.0,1681.0,26.0,0.9801926127122774
168,"Austin, TX",2015-1,314.0,539.0,866.0,1628.0,43.0,0.976793874541548
169,"Austin, TX",2015-2,305.0,701.0,1010.0,1701.0,27.0,0.9844112740260336
170,"Austin, TX",2015-3,321.0,919.0,1320.0,1795.0,15.0,0.9875721356591252
171,"Austin, TX",2015-4,340.0,1048.0,1468.0,1990.0,10.0,0.9916212423261863
172,"Austin, TX",2015-5,355.38,1120.0,1446.0,2188.0,11.0,0.9929233840054851
173,"Austin, TX",2015-6,351.0,1214.0,1430.0,2322.0,11.0,0.9941860809801893
174,"Austin, TX",2015-7,344.61,1224.0,1520.0,2534.0,14.0,0.9921269385032369
175,"Austin, TX",2015-8,335.0,1121.0,1210.0,2545.0,18.0,0.9864017022319773
176,"Austin, TX",2015-9,325.0,1015.0,1040.0,2430.0,21.0,0.9834564927164123
177,"Austin, TX",2015-10,333.0,869.0,1034.0,2314.0,30.0,0.9826088172947202
178,"Austin, TX",2015-11,345.0,762.0,761.0,2001.0,29.0,0.978074841492227
179,"Austin, TX",2015-12,340.0,962.0,559.0,1768.0,29.0,0.9785461944670899
180,"Austin, TX",2016-1,309.8,537.0,935.0,1749.0,33.0,0.98217753704618
181,"Austin, TX",2016-2,341.95,719.0,1093.0,1839.0,27.0,0.9863551016085661
182,"Austin, TX",2016-3,346.88,1010.0,1445.0,2102.0,16.0,0.9891835276214465
183,"Austin, TX",2016-4,371.0,1041.0,1512.0,2289.0,11.0,0.9937417190473056
184,"Austin, TX",2016-5,360.0,1163.0,1528.0,2392.0,12.0,0.9924823917215772
185,"Austin, TX",2016-6,370.0,1316.0,1590.0,2701.0,14.0,0.9903374659877057
186,"Austin, TX",2016-7,362.0,1114.0,1343.0,2761.0,14.0,0.989281416115224
187,"Austin, TX",2016-8,370.0,1181.0,1108.0,2634.0,21.0,0.9815230517588028
188,"Austin, TX",2016-9,351.5,966.0,1124.0,2671.0,27.0,0.9816908994608595
189,"Austin, TX",2016-10,340.0,889.0,947.0,2503.0,27.0,0.9806398251907346
190,"Austin, TX",2016-11,350.19,839.0,739.0,2167.0,32.0,0.980723124627817
191,"Austin, TX",2016-12,360.0,925.0,553.0,1868.0,37.0,0.9793141591458918
192,"Austin, TX",2017-1,334.0,615.0,903.0,1743.0,40.0,0.9769087801495773
193,"Austin, TX",2017-2,345.2,798.0,1067.0,1845.0,42.0,0.9815521082935208
194,"Austin, TX",2017-3,378.0,986.0,1641.0,2199.0,19.0,0.9853803669520337
195,"Austin, TX",2017-4,382.25,1010.0,1609.0,2512.0,12.0,0.9916438358544702
196,"Austin, TX",2017-5,390.0,1257.0,1615.0,2628.0,14.0,0.9901306443724275
197,"Austin, TX",2017-6,402.0,1365.0,1586.0,2861.0,19.0,0.9879803626671058
198,"Austin, TX",2017-7,389.0,1127.0,1387.0,2973.0,19.0,0.9847935870823407
199,"Austin, TX",2017-8,380.0,1163.0,1118.0,2872.0,23.0,0.9821521603855946
200,"Austin, TX",2017-9,364.82,888.0,1041.0,2778.0,31.0,0.9793956360297591
201,"Austin, TX",2017-10,374.95,870.0,961.0,2542.0,36.0,0.9784177513372355
202,"Austin, TX",2017-11,364.5,838.0,838.0,2281.0,42.0,0.979344459987491
203,"Austin, TX",2017-12,370.0,1011.0,534.0,1889.0,43.0,0.9775015689101771
204,"Austin, TX",2018-1,350.0,621.0,763.0,1676.0,47.0,0.9763631368912805
205,"Austin, TX",2018-2,371.5,761.0,1076.0,1771.0,48.0,0.9805399579413427
206,"Austin, TX",2018-3,380.0,1050.0,1512.0,2015.0,22.0,0.9851159386912735
207,"Austin, TX",2018-4,406.5,1088.0,1647.0,2213.0,14.0,0.989263527318306
208,"Austin, TX",2018-5,396.75,1356.0,1722.0,2479.0,13.0,0.9900423211333836
209,"Austin, TX",2018-6,397.25,1332.0,1521.0,2631.0,13.0,0.9900779967768145
210,"Austin, TX",2018-7,405.0,1268.0,1324.0,2628.0,21.0,0.9861264675823024
211,"Austin, TX",2018-8,395.7,1176.0,1258.0,2663.0,28.0,0.9822479127531788
212,"Austin, TX",2018-9,375.0,890.0,948.0,2533.0,27.0,0.980100813006513
213,"Austin, TX",2018-10,384.56,936.0,980.0,2425.0,38.0,0.9791136727491114
214,"Austin, TX",2018-11,375.0,812.0,800.0,2180.0,36.0,0.9799299971505919
215,"Austin, TX",2018-12,383.5,881.0,477.0,1693.0,40.0,0.9779360448079735
216,"Austin, TX",2019-1,359.9,607.0,922.0,1667.0,48.0,0.9748209729456548
217,"Austin, TX",2019-2,365.0,806.0,1042.0,1688.0,40.0,0.981719015910035
218,"Austin, TX",2019-3,385.0,976.0,1358.0,1805.0,21.0,0.9873138963608747
219,"Austin, TX",2019-4,410.65,1106.0,1500.0,1897.0,11.0,0.9932665426294964
220,"Austin, TX",2019-5,425.0,1337.0,1656.0,2181.0,12.0,0.9948527510429583
221,"Austin, TX",2019-6,420.88,1252.0,1437.0,2268.0,14.0,0.9901318316403017
222,"Austin, TX",2019-7,420.0,1218.0,1321.0,2265.0,16.0,0.9906176120921898
223,"Austin, TX",2019-8,410.0,1184.0,1125.0,2121.0,18.0,0.9889668551539565
224,"Austin, TX",2019-9,406.0,994.0,979.0,1917.0,21.0,0.9862884194314476
225,"Austin, TX",2019-10,413.26,1034.0,964.0,1784.0,25.0,0.9855026801950578
226,"Austin, TX",2019-11,408.34,833.0,656.0,1437.0,25.0,0.987055226523511
227,"Austin, TX",2019-12,410.83,925.0,426.0,1032.0,31.0,0.9834111786550852
228,"Baltimore, MD",2010-1,150.0,85.0,210.0,1065.0,68.0,0.9700984574780437
229,"Baltimore, MD",2010-2,159.7,68.0,146.0,1016.0,133.0,0.9481649032093705
230,"Baltimore, MD",2010-3,165.0,134.0,335.0,1076.0,111.0,0.9567956222606011
231,"Baltimore, MD",2010-4,196.5,142.0,355.0,1179.0,71.0,0.9687137644006251
232,"Baltimore, MD",2010-5,175.0,154.0,208.0,1173.0,64.0,0.9635451304436965
233,"Baltimore, MD",2010-6,174.5,190.0,247.0,1192.0,66.0,0.9637058911556199
234,"Baltimore, MD",2010-7,179.9,121.0,305.0,1288.0,83.0,0.9559249650612859
235,"Baltimore, MD",2010-8,170.8,106.0,270.0,1331.0,93.0,0.9556512992834735
236,"Baltimore, MD",2010-9,170.0,96.0,250.0,1343.0,47.0,0.9559104123072703
237,"Baltimore, MD",2010-10,170.0,101.0,231.0,1284.0,72.0,0.9621208138943298
238,"Baltimore, MD",2010-11,135.5,94.0,175.0,1213.0,102.0,0.9545208502984864
239,"Baltimore, MD",2010-12,158.5,130.0,168.0,1178.0,85.0,0.9469607409891547
240,"Baltimore, MD",2011-1,139.9,99.0,181.0,1157.0,105.0,0.9365065215697749
241,"Baltimore, MD",2011-2,135.0,89.0,188.0,1142.0,120.0,0.9236112920255898
242,"Baltimore, MD",2011-3,100.0,128.0,267.0,1149.0,110.0,0.9416189826435939
243,"Baltimore, MD",2011-4,151.0,118.0,261.0,1160.0,129.0,0.9518179249187271
244,"Baltimore, MD",2011-5,150.0,143.0,278.0,1150.0,83.0,0.9349920314452779
245,"Baltimore, MD",2011-6,165.0,172.0,260.0,1153.0,68.0,0.9448860820559425
246,"Baltimore, MD",2011-7,150.0,159.0,201.0,1118.0,87.0,0.9398570230145887
247,"Baltimore, MD",2011-8,168.0,140.0,212.0,1097.0,71.0,0.9363630903458915
248,"Baltimore, MD",2011-9,150.0,128.0,193.0,1080.0,93.0,0.9396211272812705
249,"Baltimore, MD",2011-10,141.3,117.0,204.0,1047.0,90.0,0.9580150085391232
250,"Baltimore, MD",2011-11,149.7,128.0,143.0,967.0,86.0,0.9442572998210216
251,"Baltimore, MD",2011-12,160.0,122.0,107.0,877.0,125.0,0.9373709211639089
252,"Baltimore, MD",2012-1,117.5,92.0,175.0,851.0,96.0,0.9410856144065914
253,"Baltimore, MD",2012-2,161.5,116.0,172.0,835.0,87.0,0.9511907408072249
254,"Baltimore, MD",2012-3,147.0,127.0,263.0,835.0,111.0,0.9425607552140484
255,"Baltimore, MD",2012-4,168.0,130.0,265.0,891.0,136.0,0.9543910643395571
256,"Baltimore, MD",2012-5,170.0,182.0,261.0,902.0,78.0,0.9584759529196051
257,"Baltimore, MD",2012-6,187.95,156.0,229.0,888.0,43.0,0.9702831132907141
258,"Baltimore, MD",2012-7,185.5,159.0,199.0,865.0,51.0,0.958413677548418
259,"Baltimore, MD",2012-8,178.95,158.0,190.0,860.0,55.0,0.9683555249576368
260,"Baltimore, MD",2012-9,155.0,140.0,215.0,884.0,51.0,0.9717345005501027
261,"Baltimore, MD",2012-10,158.0,131.0,198.0,864.0,64.0,0.9762788458308015
262,"Baltimore, MD",2012-11,169.05,147.0,150.0,803.0,53.0,0.990788488830255
263,"Baltimore, MD",2012-12,147.5,135.0,100.0,744.0,68.0,0.9606840187810627
264,"Baltimore, MD",2013-1,161.5,110.0,202.0,740.0,70.0,0.9734708399719117
265,"Baltimore, MD",2013-2,130.25,102.0,194.0,749.0,84.0,0.968018097462271
266,"Baltimore, MD",2013-3,159.0,131.0,262.0,772.0,57.0,0.9816295379136682
267,"Baltimore, MD",2013-4,170.0,173.0,308.0,813.0,40.0,0.9823213284375589
268,"Baltimore, MD",2013-5,189.75,169.0,298.0,849.0,39.0,0.9817555433304079
269,"Baltimore, MD",2013-6,183.17,217.0,204.0,839.0,38.0,0.9661396346760388
270,"Baltimore, MD",2013-7,179.9,185.0,221.0,833.0,32.0,0.9781969952520427
271,"Baltimore, MD",2013-8,175.0,169.0,216.0,839.0,50.0,0.9630988924417241
272,"Baltimore, MD",2013-9,170.0,132.0,267.0,896.0,53.0,0.972474689344135
273,"Baltimore, MD",2013-10,158.0,130.0,259.0,901.0,57.0,0.9690581356947463
274,"Baltimore, MD",2013-11,145.0,141.0,205.0,882.0,43.0,0.9758517483875374
275,"Baltimore, MD",2013-12,185.0,159.0,142.0,820.0,64.0,0.9767742573007625
276,"Baltimore, MD",2014-1,147.0,129.0,179.0,784.0,73.0,0.956355586661935
277,"Baltimore, MD",2014-2,173.75,108.0,188.0,785.0,82.0,0.9757718612201167
278,"Baltimore, MD",2014-3,172.08,142.0,262.0,823.0,84.0,0.9736074978383612
279,"Baltimore, MD",2014-4,145.0,148.0,364.0,899.0,76.0,0.9703026663916386
280,"Baltimore, MD",2014-5,184.01,176.0,291.0,891.0,54.0,0.9823492262393319
281,"Baltimore, MD",2014-6,195.3,243.0,312.0,962.0,32.0,0.9937628916979424
282,"Baltimore, MD",2014-7,168.75,198.0,286.0,1001.0,38.0,0.9688649700582509
283,"Baltimore, MD",2014-8,171.0,182.0,269.0,1041.0,48.0,0.978142182756174
284,"Baltimore, MD",2014-9,155.5,184.0,296.0,1078.0,56.0,0.974961548607833
285,"Baltimore, MD",2014-10,150.0,209.0,247.0,1040.0,55.0,0.9592671224335313
286,"Baltimore, MD",2014-11,150.0,157.0,195.0,946.0,73.0,0.9832254114071447
287,"Baltimore, MD",2014-12,155.0,236.0,190.0,881.0,72.0,0.9645946558668312
288,"Baltimore, MD",2015-1,138.75,130.0,236.0,905.0,69.0,0.9760777730114416
289,"Baltimore, MD",2015-2,128.0,136.0,223.0,880.0,84.0,0.9700705467836345
290,"Baltimore, MD",2015-3,143.8,194.0,323.0,917.0,71.0,0.969826526592479
291,"Baltimore, MD",2015-4,168.45,200.0,382.0,1004.0,69.0,0.9764705837188734
292,"Baltimore, MD",2015-5,189.3,218.0,348.0,1045.0,38.0,0.9965477818968008
293,"Baltimore, MD",2015-6,186.0,255.0,307.0,1067.0,42.0,0.9787028698084819
294,"Baltimore, MD",2015-7,170.75,244.0,319.0,1087.0,46.0,0.9871229270614719
295,"Baltimore, MD",2015-8,185.7,260.0,283.0,1053.0,48.0,0.9812186865354231
296,"Baltimore, MD",2015-9,163.5,182.0,264.0,1055.0,53.0,0.9847222761387303
297,"Baltimore, MD",2015-10,165.0,211.0,301.0,1047.0,58.0,0.9755369596540735
298,"Baltimore, MD",2015-11,149.0,167.0,223.0,1019.0,70.0,0.9637884691249226
299,"Baltimore, MD",2015-12,167.0,207.0,170.0,908.0,60.0,0.9717196420084675
300,"Baltimore, MD",2016-1,156.5,143.0,197.0,852.0,75.0,0.9906126141954731
301,"Baltimore, MD",2016-2,170.0,175.0,247.0,816.0,83.0,0.9787202401722345
302,"Baltimore, MD",2016-3,177.5,199.0,356.0,881.0,77.0,0.9767738733315251
303,"Baltimore, MD",2016-4,174.9,253.0,369.0,927.0,72.0,0.9809403540483304
304,"Baltimore, MD",2016-5,177.0,231.0,370.0,960.0,49.0,0.977335733497215
305,"Baltimore, MD",2016-6,192.0,286.0,355.0,1039.0,30.0,0.9907134072753355
306,"Baltimore, MD",2016-7,199.94,224.0,274.0,998.0,36.0,0.9791196732898647
307,"Baltimore, MD",2016-8,199.9,247.0,292.0,968.0,45.0,1.0041612705951348
308,"Baltimore, MD",2016-9,179.9,233.0,294.0,947.0,49.0,0.9955074192173085
309,"Baltimore, MD",2016-10,180.0,237.0,275.0,948.0,59.0,0.9849958935976744
310,"Baltimore, MD",2016-11,180.0,208.0,218.0,869.0,59.0,0.9831000017030467
311,"Baltimore, MD",2016-12,175.5,254.0,189.0,770.0,52.0,0.9953694383141602
312,"Baltimore, MD",2017-1,155.0,143.0,224.0,719.0,62.0,0.9954957872654076
313,"Baltimore, MD",2017-2,170.0,191.0,270.0,715.0,66.0,0.9898660887687248
314,"Baltimore, MD",2017-3,190.0,254.0,361.0,755.0,63.0,0.993941607590373
