SALE_YEAR,1,3,4,5,6,7,8,9,11,12,13,14,15,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,46,48,49,50,51,52,53,54,55,56,57,58,59,60,62,64,65,66,67,68,69,70,71,72,73,74,75,76,77
2009,136700.0,267000.0,135000.0,134000.0,212500.0,583000.0,280000.0,406000.0,167000.0,489000.0,269300.0,413750.0,337000.0,165000.0,200000.0,154950.0,450500.0,450000.0,630000.0,171000.0,123500.0,253250.0,235000.0,159950.0,119000.0,277250.0,288250.0,289000.0,321500.0,149590.0,195000.0,300750.0,711000.0,234833.33333333334,195000.0,498750.0,138500.0,300000.0,132500.0,333000.0,209000.0,142500.0,151500.0,358750.0,219800.0,266500.0,127000.0,235000.0,320000.0,400000.0,362000.0,384500.0,460500.0,226000.0,298000.0,217250.0,745000.0,129000.0,127500.0,242750.0,550750.0,388000.0,248500.0,417440.5,217500.0,334800.0,133950.0,230000.0
2010,140000.0,240000.0,137000.0,131500.0,235000.0,657950.0,295000.0,615500.0,140000.0,408750.0,1069200.0,471750.0,283100.0,178000.0,219170.0,140000.0,398500.0,482000.0,721000.0,143000.0,107500.0,342500.0,225000.0,180100.0,130000.0,286750.0,318000.0,288500.0,325000.0,153200.0,197500.0,308450.0,614320.0,169150.0,196000.0,478500.0,153750.0,275000.0,132500.0,306500.0,327095.0,160000.0,181500.0,346500.0,197700.0,292825.0,149400.0,195500.0,299950.0,447500.0,390000.0,345750.0,408831.0,233500.0,257500.0,215500.0,730000.0,150750.0,122875.0,245000.0,508200.0,379250.0,270000.0,465000.0,290000.0,342000.0,128950.0,259000.0
2011,119900.0,297200.0,129000.0,134000.0,214450.0,634000.0,273000.0,394000.0,149250.0,451750.0,550000.0,268000.0,405000.0,171450.0,209800.0,135000.0,417250.0,425000.0,786000.0,125000.0,130000.0,252500.0,215218.5,175000.0,133000.0,269000.0,326000.0,259000.0,327500.0,164750.0,191500.0,307500.0,750000.0,261000.0,152000.0,522257.0,130000.0,215500.0,128900.0,318000.0,279134.0,144500.0,159000.0,351000.0,218000.0,255000.0,134900.0,183000.0,340000.0,410950.0,267500.0,375000.0,442861.5,265000.0,298500.0,215000.0,572500.0,107250.0,143940.0,242500.0,497000.0,374500.0,254750.0,491500.0,215115.0,350000.0,122500.0,268304.0
2012,145000.0,274500.0,133000.0,135500.0,232000.0,590875.0,305750.0,385000.0,165500.0,574000.0,630000.0,380000.0,405000.0,220000.0,251810.0,145000.0,448000.0,443500.0,852500.0,149950.0,137500.0,343475.0,250000.0,170300.0,109000.0,270000.0,377500.0,292000.0,341000.0,169500.0,204420.0,355000.0,605000.0,251166.66666666666,257467.5,540000.0,139400.0,250000.0,134950.0,349900.0,305950.0,167000.0,180000.0,385000.0,244000.0,305000.0,131000.0,247250.0,336000.0,424000.0,354950.0,365000.0,511450.0,246500.0,301750.0,219950.0,626000.0,133500.0,142000.0,240000.0,578940.0,441500.0,272500.0,513500.0,302000.0,354250.0,119400.0,302962.5
2013,165000.0,326964.0,145000.0,169900.0,259250.0,790000.0,349000.0,539000.0,191500.0,611201.0,799500.0,430000.0,447520.5,263000.0,248750.0,170000.0,481000.0,387000.0,900000.0,207700.0,130000.0,365000.0,253750.0,200000.0,145000.0,331500.0,410000.0,319950.0,394900.0,180000.0,217000.0,417000.0,775000.0,275000.0,271200.0,553627.0,152000.0,250000.0,157750.0,377500.0,335000.0,218000.0,197600.0,398000.0,255000.0,370000.0,164000.0,267975.0,375000.0,515000.0,414328.5,432500.0,496360.0,304411.5,357500.0,272500.0,535000.0,141250.0,159900.0,272000.0,630000.0,447000.0,319900.0,520500.0,316750.0,405000.0,140000.0,359500.0
2014,199900.0,367900.0,162500.0,175000.0,269950.0,771500.0,377500.0,534750.0,217500.0,650000.0,1212500.0,560550.0,369900.0,276850.0,300250.0,180000.0,543000.0,582000.0,941500.0,209250.0,150000.0,420000.0,290000.0,230514.0,150000.0,359950.0,442500.0,344750.0,418500.0,210000.0,256900.0,508250.0,740000.0,305000.0,316000.0,629500.0,177500.0,287000.0,185000.0,433500.0,356700.0,227500.0,208500.0,464000.0,280000.0,344250.0,181500.0,313000.0,449000.0,490000.0,392500.0,450000.0,542000.0,360000.0,375000.0,300000.0,813250.0,163250.0,172500.0,309150.0,720000.0,487500.0,346000.0,495000.0,312000.0,439000.0,159500.0,397000.0
2015,235000.0,399500.0,211500.0,210000.0,305500.0,811020.0,422000.0,649000.0,252500.0,661500.0,1290000.0,500500.0,490000.0,318000.0,368050.0,198250.0,597000.0,520000.0,825000.0,252500.0,170000.0,410000.0,333000.0,265000.0,191000.0,385000.0,470000.0,369650.0,419000.0,250000.0,285000.0,518250.0,955750.0,365000.0,315500.0,594000.0,225000.0,285500.0,220300.0,450000.0,402000.0,295500.0,290000.0,525000.0,316000.0,411500.0,214250.0,378000.0,480100.0,516000.0,573000.0,510000.0,575960.0,397000.0,425000.0,342500.0,833000.0,199000.0,203250.0,353100.0,781500.0,575000.0,347450.0,656000.0,378000.0,502000.0,187000.0,429201.0
2016,263875.0,460000.0,227500.0,230000.0,345000.0,960000.0,460000.0,610906.0,289950.0,740000.0,1200000.0,590000.0,610420.5,373500.0,376500.0,245000.0,625000.0,820000.0,1239000.0,270425.0,220000.0,486250.0,350000.0,300000.0,231450.0,442000.0,540000.0,403000.0,460625.0,275000.0,325056.0,580475.0,970000.0,426000.0,350000.0,667250.0,260000.0,335000.0,251000.0,472250.0,430000.0,339975.0,318750.0,500000.0,367000.0,469375.0,257500.0,400000.0,527000.0,599500.0,650000.0,530250.0,574976.0,428900.0,465000.0,350000.0,755500.0,228000.0,227000.0,407000.0,887500.0,580000.0,445000.0,650000.0,477000.0,530000.0,225000.0,475000.0
2017,302470.0,470000.0,275000.0,289500.0,370500.0,1125000.0,493500.0,790000.0,348800.0,708750.0,470000.0,626250.0,749000.0,400500.0,425000.0,313000.0,680000.0,665000.0,1079000.0,313407.5,241250.0,560000.0,386500.0,320000.0,241000.0,495000.0,547254.0,435000.0,495000.0,323500.0,341250.0,547500.0,1110000.0,510000.0,365000.0,745050.0,290000.0,365000.0,285000.0,515000.0,504750.0,375500.0,329950.0,568750.0,400000.0,509900.0,295000.0,430000.0,586102.0,631000.0,577500.0,584500.0,626134.0,470000.0,523500.0,396500.0,1050000.0,270000.0,300000.0,450000.0,915000.0,656000.0,435000.0,650000.0,472500.0,580000.0,258850.0,526000.0
2018,341000.0,509000.0,317750.0,318500.0,410000.0,1130000.0,535000.0,827500.0,350000.0,832000.0,965000.0,770000.0,740000.0,405000.0,521500.0,315000.0,750000.0,807000.0,1133750.0,350000.0,260000.0,575000.0,405000.0,352638.5,291000.0,470000.0,601000.0,467750.0,525000.0,345000.0,385840.0,620000.0,997499.5,526000.0,395000.0,797450.0,316500.0,385000.0,310000.0,600000.0,534450.0,401546.0,411000.0,635000.0,455000.0,541500.0,325000.0,499000.0,620000.0,687500.0,589000.0,631000.0,645000.0,545000.0,555000.0,435000.0,1015000.0,305000.0,336000.0,477500.0,972500.0,671000.0,501000.0,766000.0,482000.0,615000.0,285000.0,548250.0
2019,340750.0,566060.0,310000.0,320000.0,419500.0,975000.0,585000.0,937500.0,372000.0,835000.0,1850000.0,610000.0,663000.0,453750.0,513000.0,311500.0,749900.0,690000.0,1164000.0,351750.0,277500.0,659000.0,425000.0,358500.0,250000.0,475000.0,632500.0,470000.0,522500.0,355000.0,407000.0,672550.0,1037500.0,550000.0,444000.0,804000.0,327500.0,400000.0,328000.0,559500.0,520000.0,400000.0,379500.0,635000.0,490000.0,522500.0,332000.0,491500.0,617000.0,710000.0,610000.0,642500.0,669425.0,529500.0,532500.0,460000.0,875000.0,331666.5,355500.0,481000.0,977571.5,715000.0,480000.0,682000.0,507500.0,640000.0,303200.0,576000.0
